service_name,page_reference,evidence_snippet,pricing_kes,facility_level,full_context,extraction_method,extraction_confidence,is_free_service,source_type
"components, artificial blood
products, and biological serum.
➢ Medical supplies and equipment,
including oxygen.
➢ Postnatal family planning.
➢ Management of postpartum
infections and haemorrhage, birth
traumas and conditions related to
childbirth.
➢ Management of neonatal
conditions.
➢ Obstetric and neonatal
complications including intra-
admission postpartum/postnatal
infections and haemorrhage, birth
traumas and conditions related to
childbirth.",8,"components, artificial blood
products, and biological serum.
➢ Medical supplies and equipment,
including oxygen.
➢ Postnatal family planning.
➢ Management of postpartum
infections and haemorrhage, bir",,,"components, artificial blood
products, and biological serum.
➢ Medical supplies and equipment,
including oxygen.
➢ Postnatal family planning.
➢ Management of postpartum
infections and haemorrhage, birth
traumas and conditions related to
childbirth.
➢ Management of neonatal
conditions.
➢ Obstetric and neonatal
complications including intra-
admission postpartum/postnatal
infections and haemorrhage, birth
traumas and conditions related to
childbirth.",enhanced_table_extraction,0.85,False,enhanced_table_0_row_0
"The management of kidney failure due
to chronic disease or acute
injuries/diseases through dialysis
including:
➢ Consultation and specialist's
review.
➢ Cost of the temporary catheter
and insertion/removal.
➢ Nursing care and dialysis services.
➢ Routine laboratory investigations.
➢ Dispensation of medication and
maintenance drug, counselling
and follow-up.",8,"The management of kidney failure due
to chronic disease or acute
injuries/diseases through dialysis
including:
➢ Consultation and specialist's
review.
➢ Cost of the temporary catheter
and insertion/re",10650.0,"[4, 6]","The management of kidney failure due
to chronic disease or acute
injuries/diseases through dialysis
including:
➢ Consultation and specialist's
review.
➢ Cost of the temporary catheter
and insertion/removal.
➢ Nursing care and dialysis services.
➢ Routine laboratory investigations.
➢ Dispensation of medication and
maintenance drug, counselling
and follow-up. Level 4-6 ➢ Hemodialysis &
Hemodiafiltration KES.
10,650 per session
➢ Peritoneal dialysis – KES.
180,000 per month
➢ PPM: Case Based ➢ Maximum of 3 sessions per week for
haemodialysis.
➢ Maximum of 2 sessions per week for
hemodiafiltration.
➢ Maximum of 12 sessions annually for
peritoneal dialysis.
➢ Payments will be made from the
SHIF and ECCIF Funds.
➢ Accessible in Level IV-VI facilities
with dialysis centres and access to an
ambulance and ICU services within a
10km radius.",enhanced_table_extraction,0.85,False,enhanced_table_0_row_3
"The mental health services cover caters
for;
➢ Mental Health education and
counselling.
➢ Screening, management and referral
for behavioral disorders, neuro-
developmental disorders, affective
and psychoactive disorders.
➢ Rehabilitation for substance related
addictive disorders.",9,"The mental health services cover caters
for;
➢ Mental Health education and
counselling.
➢ Screening, management and referral
for behavioral disorders, neuro-
developmental disorders, affective
and psy",1200.0,"[3, 4, 5, 6]","The mental health services cover caters
for;
➢ Mental Health education and
counselling.
➢ Screening, management and referral
for behavioral disorders, neuro-
developmental disorders, affective
and psychoactive disorders.
➢ Rehabilitation for substance related
addictive disorders. Level 3-6 Outpatient Services
➢ KES. 1,200 per visit
➢ PPM: Fee for service –
Fixed rate
Inpatient Services
➢ Level 4 – KES 3,500
➢ Level 5 – KES 4,000
➢ Level 6 – KES 5,000
➢ PPM: Per Diem
Rehabilitation for DSA
➢ Detoxification – KES.
14,000
➢ Rehabilitation – KES.
125,000
➢ PPM: Case based ➢ Max. 7 outpatient visits
➢ To access the benefits, individuals
must be paid-up SHA members
➢ Mental illness services will be assessed
through the SHIF and ECCI funds.
➢ Diagnosis and management of
behavioral disorders (inpatient) shall
have a limit of up to 35 days.
➢ Admissions for rehabilitation for
drugs and substance abuse shall be
pre-authorized.
➢ For beneficiaries who do not
complete the three-stage program, or
attain minimum stay of 45 days, SHA
shall reimburse KES 1,000 for every
day of admission up to a maximum of
10 days.",enhanced_table_extraction,0.85,False,enhanced_table_0_row_3
"The Surgical Package covers the below
list of surgical and non-surgical
procedures:
➢ Pre-operative admission and care.
➢ Minor, major and specialized
surgical procedures including organ
transplants and implants.
➢ Administration of blood and blood
products; derivatives and",9,"The Surgical Package covers the below
list of surgical and non-surgical
procedures:
➢ Pre-operative admission and care.
➢ Minor, major and specialized
surgical procedures including organ
transplants a",,"[2, 3, 6]","The Surgical Package covers the below
list of surgical and non-surgical
procedures:
➢ Pre-operative admission and care.
➢ Minor, major and specialized
surgical procedures including organ
transplants and implants.
➢ Administration of blood and blood
products; derivatives and ➢ Level 3-6
➢ Selective procurement for
Cardiology, Cardiothoracic
and vascular, Urology, and
Transplant surgeries PPM: Fee for Service – Fixed
rate
Schedule of tariffs annexed. ➢ Minor surgical procedures performed
at Level 2 & 3 facilities will be funded
from the PHC fund.
➢ Emergency surgical procedures to
stabilize trauma and polytrauma
patients with head, cardiac,
pulmonary, and critical limb injuries
within 24 hours will be covered under",enhanced_table_extraction,0.85,False,enhanced_table_0_row_6
"➢ Diagnostic tests and procedure,
including diagnostic radiological
procedures related to the surgery.
➢ Immunosuppressive therapy for
organ transplants.",11,"➢ Diagnostic tests and procedure,
including diagnostic radiological
procedures related to the surgery.
➢ Immunosuppressive therapy for
organ transplants.",,,"➢ Diagnostic tests and procedure,
including diagnostic radiological
procedures related to the surgery.
➢ Immunosuppressive therapy for
organ transplants.",enhanced_table_extraction,0.85,False,enhanced_table_0_row_0
"Oncology services shall entail screening
and treatment of cancers including
breast, prostate, colorectal, cervical
cancer, and childhood cancers.
➢ Administration of Chemotherapy,
Radiotherapy, Brachytherapy and
Radiosurgery
➢ Consumables, stoma appliances,
premeds, and post meds
➢ Chemotherapy pump
➢ Routine and specialized laboratory
investigations
➢ Screening, cross-matching and
administration of blood and blood
products; derivatives and
components, artificial blood
products, and biological serum
➢ Treatment planning
➢ Radioiodine therapy
➢ Radiological services where
necessary as part of oncological
treatment planning
➢ Management through surgical
interventions",11,"Oncology services shall entail screening
and treatment of cancers including
breast, prostate, colorectal, cervical
cancer, and childhood cancers.
➢ Administration of Chemotherapy,
Radiotherapy, Brachy",5000.0,"[4, 6]","Oncology services shall entail screening
and treatment of cancers including
breast, prostate, colorectal, cervical
cancer, and childhood cancers.
➢ Administration of Chemotherapy,
Radiotherapy, Brachytherapy and
Radiosurgery
➢ Consumables, stoma appliances,
premeds, and post meds
➢ Chemotherapy pump
➢ Routine and specialized laboratory
investigations
➢ Screening, cross-matching and
administration of blood and blood
products; derivatives and
components, artificial blood
products, and biological serum
➢ Treatment planning
➢ Radioiodine therapy
➢ Radiological services where
necessary as part of oncological
treatment planning
➢ Management through surgical
interventions Level 4-6 ➢ Chemo administration –
KES. 5,000
➢ PET Scan – KES. 53,500
➢ PSMA PET Scan – KES.
64,200
➢ CT-Scan – KES. 9,600
➢ MRI – KES. 11,000
➢ Bone scan – KES. 15,000
➢ Radionuclide scan – KES.
11,000
➢ Brachytherapy – up to
KES. 40,000
➢ SBRT/SBRS – up to KES.
70,000
➢ Radiotherapy – up to KES.
3,600 per session ➢ Diagnosis & staging -Limit of KES.
100,000
➢ 1st Line treatment – Limit of Kes.
400,000 from SHIF and KES.
250,000 from ECCIF
➢ 2nd Line treatment – KES. 650,000
from ECCIF",enhanced_table_extraction,0.85,False,enhanced_table_0_row_3
"➢ Management of pre-cancer
conditions",12,"➢ Management of pre-cancer
conditions",,,"➢ Management of pre-cancer
conditions",enhanced_table_extraction,0.85,False,enhanced_table_0_row_0
"Covers Prescribed specialized imaging
services including.
➢ MRI
➢ CT scans
➢ CT Angio
➢ Fluoroscopy
➢ Mammography
➢ Specialized ultrasounds (Dopplers)
➢ Echocardiograms (ECHO)
➢ Electroencephalograms (EEGs)
and
➢ Reviewing and interpreting
radiological images giving the
diagnostic opinion and providing
the referring physician with a
detailed report of the imaging
findings for treatment planning.",12,"Covers Prescribed specialized imaging
services including.
➢ MRI
➢ CT scans
➢ CT Angio
➢ Fluoroscopy
➢ Mammography
➢ Specialized ultrasounds (Dopplers)
➢ Echocardiograms (ECHO)
➢ Electroencephalograms ",11000.0,[4],"Covers Prescribed specialized imaging
services including.
➢ MRI
➢ CT scans
➢ CT Angio
➢ Fluoroscopy
➢ Mammography
➢ Specialized ultrasounds (Dopplers)
➢ Echocardiograms (ECHO)
➢ Electroencephalograms (EEGs)
and
➢ Reviewing and interpreting
radiological images giving the
diagnostic opinion and providing
the referring physician with a
detailed report of the imaging
findings for treatment planning. ➢ All facilities with required
imaging services.
➢ Fluoroscopy, Mammography,
Echocardiograms,
Electroencephalograms
(EEG), and specialized
ultrasounds (dopplers) to be
purchased from GOK Level
IV-V hospitals. ➢ MRI – KES 11,000
➢ CT scans – KES 9,600
➢ CT Angio – KES 8,000
➢ Fluoroscopy – KES 4,000
➢ Mammography – KES
3,000
➢ Specialized ultrasounds
(Dopplers) – KES 5,000
➢ Echocardiograms (ECHO)
– KES 3,500
➢ Electroencephalograms
(EEGs) – KES 5,000 for a
child and KES 8,000 for
adult. ➢ MRI at 2 images per HH - limited to
Infective, oncology, neurological,
degenerative conditions, specific
obstetric conditions, cardiac/CVA-
related cases and trauma cases.
➢ CT scans - limited to Infective,
oncology, neurological, degenerative
conditions, specific obstetric
conditions, cardiac/CVA-related
cases and trauma cases.
➢ CT scans and CT Angio – 2 images
per household.
➢ Fluoroscopy at 2 per household:
Continuous x-rays used for guiding
angiographic and interventional
procedures, in contrast, examinations
of the GI tract, and in the OR for
certain surgical procedures (e.g.
orthopedic, Urological).
➢ Mammography at 2 per household
per year: X-ray imaging of the breasts
for diagnosis of clinically detected or
screening-detected abnormalities.
➢ Specialized ultrasounds at 2 per
household per year: For tendon
injuries (e.g. rotator cuff, Achilles
tendon), detection and
characterization of soft tissue masses",enhanced_table_extraction,0.85,False,enhanced_table_0_row_3
"(i.e. cystic or solid), detection of
foreign bodies, U/S-guided biopsy
and injections, Bone/joint ev",13,"(i.e. cystic or solid), detection of
foreign bodies, U/S-guided biopsy
and injections, Bone/joint evaluation
pre-ossification (e.g. DDH in early
months), doppler for venous and
arterial diseases, scro",,,"(i.e. cystic or solid), detection of
foreign bodies, U/S-guided biopsy
and injections, Bone/joint evaluation
pre-ossification (e.g. DDH in early
months), doppler for venous and
arterial diseases, scrotal masses,
priapism, and testicular torsion.
➢ ECHO at 2 per household per year:
Carotid stenosis, Pulmonary
embolism, Kawasaki disease,
Hypertension in children, Congestive
heart failure, Congenital heart disease,
Spina bifida, Acute Ischemic stroke,
Infective endocarditis, Hodgkin’s
lymphoma, Sickle cell disease, Acute
pericarditis, Valvular heart disease.
➢ Radiology benefits are to be
purchased where the service is
available and on a need basis.
➢ All radiology services are to be pre-
authorized.",enhanced_table_extraction,0.85,False,enhanced_table_0_row_0
"➢ Medicines for select chronic
conditions:-
• Diabetes type 1&2,
• Hypertension,
• Asthma,
• Chronic renal disease on
dialysis
• Post transplant
immunosuppressants",13,"➢ Medicines for select chronic
conditions:-
• Diabetes type 1&2,
• Hypertension,
• Asthma,
• Chronic renal disease on
dialysis
• Post transplant
immunosuppressants ➢ All public facility pharmacies
➢ A",,,"➢ Medicines for select chronic
conditions:-
• Diabetes type 1&2,
• Hypertension,
• Asthma,
• Chronic renal disease on
dialysis
• Post transplant
immunosuppressants ➢ All public facility pharmacies
➢ All faith-based facility
pharmacies
➢ Community pharmacies
individually or through a
pharmacy benefits manager ➢ PPM- Fee for service ➢ Quarterly limit of 5,000 per person as
captured in the chronic disease
registry",enhanced_table_extraction,0.85,False,enhanced_table_0_row_3
"➢ Specialized testing as captured in
the essential laboratory lists and
WHO lists for the
chronic conditions:
• Diabetes type 1&2,
• Hypertension,
• Asthma
• Chronic renal disease on
dialysis
• Post transplant
immunosuppression
• Chronic obstructive
pulmonary disease
• Sickle cell
• Oncology medicines
• Anti-D
• Anti Snake Venom
• Anti Rabies",14,"➢ Specialized testing as captured in
the essential laboratory lists and
WHO lists for the
chronic conditions:
• Diabetes type 1&2,
• Hypertension,
• Asthma
• Chronic renal disease on
dialysis
• Post t",,,"➢ Specialized testing as captured in
the essential laboratory lists and
WHO lists for the
chronic conditions:
• Diabetes type 1&2,
• Hypertension,
• Asthma
• Chronic renal disease on
dialysis
• Post transplant
immunosuppression
• Chronic obstructive
pulmonary disease
• Sickle cell
• Oncology medicines
• Anti-D
• Anti Snake Venom
• Anti Rabies ➢ Class C, D and E public
facility, faith based, and
contracted independent Class
C, D and E laboratories ➢ PPM- Fee for service ➢ Quarterly limit of 5,000 per person as
captured in the chronic disease
registry",enhanced_table_extraction,0.85,False,enhanced_table_0_row_3
"Evacuation from the point of the
incident to the nearest facility with an
A&E center and the transfer of patients
requiring emergency and further clinical
care from the facility.",15,"Evacuation from the point of the
incident to the nearest facility with an
A&E center and the transfer of patients
requiring emergency and further clinical
care from the facility. Management of all
tra",4500.0,,"Evacuation from the point of the
incident to the nearest facility with an
A&E center and the transfer of patients
requiring emergency and further clinical
care from the facility. Management of all
transfers/evacuations through a
National Ambulance Call Centre ➢ PPM: Fee-for-service- fixed
rate - 25km radius- up to
KES 4,500 (Intra-metro).
➢ A cost per km tariff for
services beyond 25 km, KES
75 per km (Extra-metro) ➢ Accessible by all Kenyans
➢ Procurement of the ground
evacuation services, as an outsourced
service to a provider/consortium of
providers able to meet the criteria set
for at least one region.",enhanced_table_extraction,0.85,False,enhanced_table_0_row_7
